Begin at: Tue May 19 13:32:57 EDT 2015, train start at: Tue Jan 27 22:34:47 EST 2015, test end at: Wed Mar 25 07:31:35 EDT 2015.
Author: UNEP, id: 38146999, #fols: 7644, #exs: 376.
******************************
AuthorId fId #pos #neg #userTweets
38146999 533743435 1 375 936
38146999 2999347855 2 374 3174
38146999 609146175 1 375 629
38146999 3028092723 1 375 136
38146999 2294239836 20 356 4594
38146999 2904898289 1 375 493
38146999 165104844 1 375 860
38146999 1872483385 1 375 730
38146999 1494027864 1 375 7622
38146999 2854213098 4 372 153
38146999 149019359 1 375 4303
38146999 1101320323 3 373 110
38146999 2823650596 5 371 4239
38146999 34778970 2 374 743
38146999 432604709 2 374 170
38146999 3039762031 2 374 17
38146999 2820744853 1 375 2117
38146999 981318175 7 369 7597
38146999 40710088 1 375 56
38146999 1957948550 1 375 6620
38146999 175131510 1 375 4391
38146999 424513302 5 371 627
38146999 891802584 2 374 367
38146999 2537987862 8 368 9858
38146999 2901172473 2 374 233
38146999 478676451 1 375 2367
38146999 323093487 2 374 1030
38146999 907204976 2 374 2728
38146999 242292748 7 369 2155
38146999 2343415207 1 375 560
38146999 56731891 1 375 1404
38146999 276284340 1 375 301
38146999 902167662 2 374 1873
38146999 244600462 2 374 10975
38146999 1954853659 1 375 430
38146999 2994820229 5 371 456
38146999 22497796 1 375 935
38146999 1733174042 4 372 1008
38146999 106256554 1 375 1428
38146999 74580892 3 373 5765
38146999 978352326 2 374 63
38146999 305076260 2 374 662
38146999 2221108849 8 368 461
38146999 2738172818 1 375 1463
38146999 330720601 1 375 103
38146999 322069900 1 375 114
38146999 32798077 0 376 15756
38146999 611529945 1 375 1038
38146999 3037187857 1 375 199
38146999 2510700403 3 373 6405
38146999 606397219 2 374 300
38146999 15443743 1 375 1404
38146999 67689561 1 375 185
38146999 368760126 5 371 6205
38146999 617960684 2 374 431
38146999 589096802 1 375 31
38146999 122448174 3 373 4077
38146999 2214429508 1 375 49
38146999 130499946 3 373 586
38146999 2349595016 1 375 7448
38146999 262905412 4 372 2806
38146999 14262411 4 372 2285
38146999 278010797 11 365 1384
38146999 2215501376 1 375 211
38146999 3088492246 1 375 3
38146999 3030798193 2 374 1169
38146999 2906973693 1 375 162
38146999 929681300 1 375 10483
38146999 2787673952 2 374 595
38146999 2149308251 1 375 44
38146999 95834906 1 375 1752
38146999 74944817 8 368 175
38146999 3088602263 2 374 90
38146999 129532263 4 372 545
38146999 2482714188 1 375 31
38146999 2311063720 2 374 12170
38146999 294055181 3 373 74
38146999 633371884 2 374 38
38146999 704414761 3 373 1810
38146999 3046398065 2 374 536
38146999 346223476 2 374 881
38146999 517417379 1 375 480
38146999 103579558 1 375 5446
38146999 1070969370 1 375 5797
38146999 2505929418 1 375 287
38146999 151638621 1 375 918
38146999 2617471956 1 375 521
38146999 74962376 4 372 7058
38146999 555274004 2 374 2150
38146999 1528724425 5 371 3847
38146999 942226236 1 375 26837
38146999 203174714 4 372 2047
38146999 971966480 1 375 302
38146999 2148869334 1 375 1881
38146999 110692399 1 375 5083
38146999 2435806400 1 375 329
38146999 2307973971 1 375 1389
38146999 946452306 2 374 1012
38146999 2204516444 4 372 949
38146999 3018760856 3 373 568
38146999 388804919 1 375 48
38146999 735705336 6 370 13076
38146999 456532465 0 376 1473
38146999 2453748066 2 374 3664
38146999 460777668 1 375 1551
38146999 136682570 1 375 149
38146999 2437359612 7 369 31949
38146999 297898393 2 374 202
38146999 67699513 1 375 339
38146999 37403256 3 373 1071
38146999 2854263475 1 375 652
38146999 319087245 1 375 39
38146999 390324184 4 372 47
38146999 34953579 1 375 510
38146999 1939404834 1 375 1061
38146999 1269481591 4 372 5034
38146999 2731242646 1 375 496
38146999 150809553 6 370 3302
38146999 864896366 1 375 6382
38146999 2985413104 3 373 331
38146999 58019717 2 374 133
38146999 65646789 2 374 494
38146999 2993811906 1 375 887
38146999 418518410 1 375 13224
38146999 1626761784 3 373 805
38146999 2295246644 5 371 620
38146999 2987421039 1 375 181
38146999 349528840 1 375 2941
38146999 3029840223 1 375 249
38146999 2887868614 2 374 102
38146999 2915260629 1 375 1089
38146999 1926360631 4 372 688
38146999 1893221664 2 374 169
38146999 1246948357 2 374 6814
38146999 1559161525 3 373 3981
38146999 2237764775 0 376 6185
38146999 18075327 2 374 2311
38146999 49068877 3 373 231
38146999 20873757 10 366 17158
38146999 142282073 1 375 145
38146999 554305039 2 374 183
38146999 1059064885 2 374 3342
38146999 65057292 3 373 1135
38146999 365023609 1 375 416
38146999 1428597498 1 375 343
38146999 14892732 1 375 229
38146999 625796393 1 375 162
38146999 1009206528 1 375 860
38146999 36117076 10 366 6617
38146999 367750490 1 375 18333
38146999 2761760050 5 371 664
38146999 1850850960 1 375 62
38146999 2969903777 1 375 237
38146999 2896131363 2 374 174
38146999 3008051701 2 374 2765
38146999 739119247 2 374 230
38146999 2925531389 3 373 516
38146999 1331128597 2 374 274
38146999 2682047364 2 374 76
38146999 633892762 2 374 873
38146999 2555171880 1 375 237
38146999 80379348 6 370 882
38146999 57070492 1 375 2308
38146999 111399124 1 375 331
38146999 233284046 1 375 103
38146999 184981606 1 375 909
38146999 31412694 4 372 2217
38146999 1525599620 1 375 217
38146999 2177318649 1 375 94
38146999 348611980 1 375 127
38146999 125218969 2 374 6694
38146999 1168370773 1 375 741
38146999 2260855103 1 375 351
38146999 232851047 0 376 7218
38146999 2168667871 2 374 604
38146999 267151595 1 375 214
38146999 135394010 23 353 6061
38146999 324515823 1 375 149
38146999 376708555 1 375 684
38146999 330738380 1 375 6258
38146999 91136680 3 373 840
38146999 2978558733 0 376 3228
38146999 1933924159 1 375 35
38146999 280922916 2 374 438
38146999 288678009 3 373 126
38146999 575800295 1 375 267
38146999 26461628 0 376 53879
38146999 1866073410 2 374 479
38146999 47623822 1 375 88
38146999 1868706714 2 374 199
38146999 1917600852 4 372 17196
38146999 729968809 1 375 192
38146999 608570627 4 372 317
38146999 2960218839 1 375 626
38146999 585295418 1 375 82
38146999 934672914 1 375 729
38146999 14110996 3 373 4532
38146999 3034214643 2 374 1307
38146999 35209812 1 375 247
38146999 1336731751 1 375 587
38146999 1669874342 1 375 78
38146999 1856727097 1 375 297
38146999 847806828 1 375 237
38146999 28947714 6 370 1808
38146999 1735745870 1 375 351
38146999 1848476636 2 374 449
38146999 610904764 1 375 62166
38146999 2780539644 5 371 97
38146999 2325803077 1 375 48
38146999 750712292 1 375 1038
38146999 267098508 1 375 436
38146999 1285557277 1 375 4835
38146999 2656711074 2 374 229
38146999 2508603037 2 374 1615
38146999 23125152 1 375 751
38146999 382079903 3 373 449
38146999 2257623178 2 374 301
38146999 369208268 1 375 3
38146999 1386648584 1 375 1861
38146999 198930900 1 375 917
38146999 2979863036 2 374 221
38146999 1294711250 1 375 29232
38146999 132276131 2 374 2142
38146999 274629697 14 362 870
38146999 2278095522 1 375 210
38146999 3016230237 1 375 2198
38146999 473138604 1 375 23
38146999 310594611 8 368 530
38146999 2791883911 2 374 955
38146999 537842108 1 375 425
38146999 465083854 2 374 5130
38146999 880800066 1 375 421
38146999 209077595 2 374 993
38146999 149769734 8 368 1984
38146999 1308896887 1 375 2693
38146999 1052325836 5 371 2908
38146999 92681668 3 373 352
38146999 1912518320 41 335 3439
38146999 2488367000 22 354 12092
38146999 3062931934 23 353 9791
38146999 399352284 2 374 70
38146999 471748547 1 375 5
38146999 14941909 1 375 5261
38146999 207036289 3 373 433
38146999 1219130460 1 375 2104
38146999 2280795741 1 375 66
38146999 2737669240 2 374 62
38146999 19541270 1 375 238
38146999 2999675875 2 374 411
38146999 96334446 1 375 44
38146999 49188984 1 375 432
38146999 605325861 1 375 1760
38146999 203633188 1 375 362
38146999 2835583023 1 375 3111
38146999 2174532103 2 374 336
38146999 2882908616 2 374 29
38146999 2865424921 3 373 4090
38146999 745677318 2 374 130
38146999 379648306 2 374 581
38146999 2214370375 0 376 393
38146999 101126538 3 373 1944
38146999 106669572 5 371 7370
38146999 272913143 5 371 3838
38146999 517661405 1 375 438
38146999 361255691 4 372 578
38146999 294832847 2 374 53
38146999 142608879 1 375 3163
38146999 82933450 1 375 102
38146999 1029937609 2 374 50
38146999 373753712 1 375 290
38146999 2197234104 2 374 331
38146999 2856103331 3 373 54
38146999 2583733129 7 369 683
38146999 2360342430 2 374 688
38146999 1140120678 2 374 7302
38146999 2931885959 2 374 23
38146999 1392212869 2 374 78
38146999 17528900 1 375 808
38146999 2208994585 1 375 350
38146999 1732442904 1 375 19449
38146999 408621200 1 375 146
38146999 171621928 2 374 12
38146999 1432123530 2 374 2296
38146999 2775737977 1 375 14151
38146999 199245682 1 375 60
38146999 1277673216 1 375 4133
38146999 604953281 12 364 4507
38146999 470231552 2 374 5101
38146999 38211979 1 375 436
38146999 2701809174 2 374 17212
38146999 192588302 3 373 54
38146999 2979578093 2 374 4124
38146999 341096741 2 374 4470
38146999 2883337135 1 375 1930
38146999 15046096 1 375 474
38146999 3031661228 2 374 322
38146999 291676686 1 375 16228
38146999 2867821360 1 375 139
38146999 139038608 6 370 1123
38146999 3052845067 3 373 312
38146999 17184615 1 375 2256
38146999 51435435 2 374 10
38146999 119155159 1 375 1329
38146999 2883809873 1 375 2593
38146999 413094245 5 371 23163
38146999 1164357870 6 370 7693
38146999 82071335 1 375 235
38146999 1049978412 6 370 3010
38146999 1555658198 1 375 7630
38146999 1248055861 2 374 191
38146999 74913273 3 373 1018
38146999 36574343 1 375 533
38146999 27442262 1 375 15
38146999 135899268 2 374 160
38146999 83610054 3 373 6585
38146999 248314974 2 374 2928
38146999 20735282 1 375 165
38146999 567750499 2 374 975
38146999 1679564743 21 355 934
38146999 513238072 3 373 1534
38146999 16224453 1 375 3525
38146999 914415138 1 375 11527
38146999 149334432 1 375 219
38146999 38938699 1 375 58
38146999 64753463 1 375 596
38146999 68728531 3 373 350
38146999 17773942 1 375 43
38146999 160525503 2 374 37
38146999 2813494854 11 365 4995
38146999 2823058728 1 375 161
38146999 384849457 1 375 1019
38146999 1854039787 7 369 1368
38146999 1050436627 1 375 476
38146999 359456235 1 375 36
38146999 226530650 5 371 1795
38146999 1000500883 2 374 2772
38146999 17889126 1 375 8464
38146999 2831542228 1 375 240
38146999 84169175 63 313 9817
38146999 354716863 1 375 352
38146999 36360632 2 374 493
38146999 454779231 2 374 1204
38146999 3004648511 1 375 2828
38146999 295248558 2 374 11351
38146999 2773589278 2 374 308
38146999 378758498 1 375 2281
38146999 551221453 2 374 653
38146999 311050296 1 375 392
38146999 386555045 4 372 694
38146999 168603833 1 375 90
38146999 308245641 1 375 905
38146999 85043148 1 375 1772
38146999 148511586 3 373 1355
38146999 229964761 1 375 250
38146999 242361453 1 375 987
38146999 335567098 8 368 312
38146999 338253888 3 373 344
38146999 44083464 4 372 191
38146999 426531390 1 375 2589
38146999 2597339966 1 375 24
38146999 2904826054 1 375 53
38146999 2946833377 2 374 1525
38146999 42883359 1 375 1001
38146999 627630301 2 374 119
38146999 222477446 4 372 159
38146999 29955111 1 375 555
38146999 1611661650 1 375 557
38146999 63269287 5 371 184
38146999 586284452 3 373 1036
38146999 3032414771 3 373 74
38146999 18448367 1 375 8
38146999 471800436 1 375 488
38146999 1707220208 1 375 247
38146999 1716701930 1 375 37
38146999 713081478 2 374 638
38146999 1670413796 1 375 139
38146999 610919317 2 374 799
38146999 27302238 1 375 1024
38146999 1729775150 1 375 132
38146999 372711460 3 373 9253
38146999 1604313950 5 371 4373
38146999 2928482559 3 373 138
38146999 402476917 2 374 298
38146999 479367530 1 375 334
38146999 1853348606 2 374 253
38146999 79937043 3 373 2727
38146999 321573087 1 375 899
38146999 2173932742 2 374 2447
38146999 73185544 1 375 2884
38146999 321884106 2 374 996
38146999 21545704 2 374 14733
38146999 21196759 15 361 64970
38146999 947893693 4 372 11669
38146999 245206877 2 374 28
38146999 1918976288 2 374 16068
38146999 94550903 1 375 499
38146999 586527061 2 374 4538
38146999 253069008 1 375 102
38146999 2926591872 1 375 6570
38146999 142990813 5 371 499
38146999 166513019 2 374 185
38146999 16388470 1 375 3630
38146999 904001857 1 375 9669
38146999 62865029 1 375 137
38146999 2348741882 1 375 88
38146999 356969117 3 373 575
38146999 409369730 2 374 1182
38146999 1630715330 2 374 2724
38146999 51448798 2 374 3498
38146999 2382563846 1 375 291
38146999 2435889222 1 375 547
38146999 702700063 6 370 6615
38146999 71476451 1 375 30
38146999 1967789664 1 375 3584
38146999 199601800 31 345 15679
38146999 994206248 4 372 4230
38146999 2191912545 1 375 12
38146999 2287565518 1 375 153
38146999 283936533 1 375 35
38146999 1537678230 1 375 2296
38146999 17564288 3 373 2524
38146999 2482852644 2 374 631
38146999 2548852675 1 375 20
38146999 307776468 5 371 263
38146999 369389918 10 366 628
38146999 46859106 3 373 620
38146999 187583336 1 375 159
38146999 1911167179 1 375 175
38146999 386182193 3 373 2483
38146999 3003926874 13 363 275
38146999 1272883170 1 375 5355
38146999 2761757535 6 370 2262
38146999 223967048 1 375 593
38146999 1147096094 1 375 44
38146999 363601465 1 375 601
38146999 2561203978 2 374 297
38146999 1902776533 1 375 437
38146999 267870743 1 375 313
38146999 556680780 3 373 3399
38146999 135433776 1 375 4025
38146999 2978608072 2 374 164
38146999 2900639084 1 375 103
38146999 381492864 1 375 84
38146999 103531627 2 374 1709
38146999 68638150 1 375 4361
38146999 6411122 1 375 192
38146999 203667510 2 374 1177
38146999 807588932 5 371 2665
38146999 2394827180 3 373 9393
38146999 270787429 1 375 671
38146999 829297736 2 374 56
38146999 2456935213 1 375 229
38146999 1348162182 6 370 2310
38146999 391221329 0 376 1529
38146999 478327553 1 375 38981
38146999 859247010 1 375 717
38146999 1176218887 3 373 92
38146999 19937808 1 375 2006
38146999 35886529 2 374 1590
38146999 67778641 1 375 26971
38146999 2148901735 2 374 44
38146999 256889847 1 375 854
38146999 105795701 1 375 28
38146999 630983118 7 369 263
38146999 27804691 10 366 386
38146999 2386743470 2 374 519
38146999 488542580 5 371 115
38146999 202963296 1 375 216
38146999 605131315 1 375 2408
38146999 2598147784 1 375 1118
38146999 225302513 1 375 467
38146999 53884108 1 375 2397
38146999 219929678 3 373 563
38146999 354966200 2 374 410
38146999 741188352 1 375 515
38146999 286117497 1 375 722
38146999 40696149 0 376 2541
38146999 488707540 3 373 363
38146999 52007736 1 375 685
38146999 23043649 2 374 402
38146999 2518315850 1 375 42
38146999 326209808 1 375 42
38146999 2814727790 0 376 3862
38146999 18136822 1 375 594
38146999 32922549 7 369 62521
38146999 69095553 4 372 9206
38146999 1120099764 1 375 730
38146999 927199753 12 364 15854
38146999 480689717 2 374 4035
38146999 35196174 2 374 12677
38146999 128917051 5 371 20084
38146999 252190951 4 372 8462
38146999 152957374 1 375 54
38146999 2905156775 2 374 186
38146999 961298142 1 375 852
38146999 959993766 1 375 606
38146999 28340516 3 373 669
38146999 55642319 1 375 8296
38146999 2316051960 1 375 621
38146999 63935827 1 375 215
38146999 29555681 2 374 234
38146999 2327975594 10 366 504
38146999 114486324 3 373 1645
38146999 392860200 5 371 12950
38146999 359206532 3 373 109
38146999 2899814167 1 375 2322
38146999 1007217656 1 375 5088
38146999 149630722 2 374 2720
38146999 2329567400 5 371 24699
38146999 3016815024 4 372 698
38146999 2437502443 1 375 2546
38146999 228494412 2 374 2400
38146999 103655700 2 374 34
38146999 137246769 1 375 2133
38146999 140544727 3 373 492
38146999 2821252779 4 372 3010
38146999 1334392789 1 375 323
38146999 2350603243 4 372 244
38146999 1697337894 1 375 66
38146999 240078196 3 373 11410
38146999 1269239299 2 374 197
38146999 56655502 1 375 991
38146999 185821160 1 375 63
38146999 1691542628 3 373 5540
38146999 94030192 1 375 320
38146999 39200250 3 373 313
38146999 40554686 36 340 2052
38146999 802496832 1 375 112
38146999 2193430020 2 374 336
38146999 2714882096 5 371 1457
38146999 2886511731 1 375 373
38146999 1468504686 1 375 497
38146999 574638287 1 375 338
38146999 305818642 1 375 4256
38146999 1326471859 1 375 21919
38146999 2770851631 1 375 799
38146999 2350517335 1 375 1692
38146999 2442791882 3 373 3024
38146999 53451774 2 374 389
38146999 2330697480 1 375 910
38146999 6103232 1 375 1040
38146999 264135332 1 375 945
38146999 263736435 4 372 2674
38146999 2917675747 3 373 73
38146999 243557467 6 370 1214
38146999 18778234 1 375 636
38146999 2980147001 2 374 809
38146999 2392008469 2 374 7905
38146999 2527582446 2 374 26
38146999 242828109 1 375 452
38146999 3002100596 2 374 21154
38146999 54385551 1 375 97
38146999 2484798852 3 373 586
38146999 2528569476 1 375 10063
38146999 2463278623 1 375 147
38146999 3070373937 1 375 170
38146999 432959781 0 376 1345
38146999 2697396553 0 376 1518
38146999 249619306 3 373 62
38146999 2801811705 1 375 11316
38146999 20718984 6 370 245
38146999 178633965 2 374 134
38146999 2973688271 3 373 1883
38146999 42109491 2 374 302
38146999 2526706224 4 372 522
38146999 2857351264 1 375 51
38146999 266735839 11 365 4788
38146999 383966796 1 375 318
38146999 1494076915 1 375 47
38146999 1349916794 2 374 105
38146999 973364808 4 372 2922
38146999 169241861 1 375 77
38146999 2741358819 1 375 19
38146999 126000741 1 375 136
38146999 262237473 1 375 529
38146999 1314054266 1 375 247
38146999 156346780 41 335 26965
38146999 186472837 1 375 8486
38146999 2783989025 1 375 658
38146999 506467292 1 375 293
38146999 453679118 1 375 1143
38146999 159701399 1 375 873
38146999 545355460 1 375 139
38146999 2790225964 1 375 435
38146999 117247636 1 375 1094
38146999 40446561 2 374 445
38146999 955306476 1 375 6309
38146999 2791227919 1 375 6166
38146999 2984992663 3 373 1247
38146999 27502705 2 374 129
38146999 21516160 25 351 15111
38146999 504634095 2 374 35
38146999 2777321837 2 374 88
38146999 261288780 2 374 663
38146999 17871919 1 375 1320
38146999 2579362490 1 375 138
38146999 201572290 1 375 223
38146999 211487898 2 374 180
38146999 2308047868 4 372 140
38146999 306719039 1 375 844
38146999 475202380 1 375 1490
38146999 62912221 1 375 246
38146999 309833122 1 375 441
38146999 2361494688 1 375 407
38146999 43078165 1 375 847
38146999 407008084 2 374 5865
38146999 22003579 2 374 39
38146999 2492700217 3 373 118
38146999 31361009 1 375 4001
38146999 256508013 1 375 648
38146999 856076094 2 374 42
38146999 3071603495 12 364 3546
38146999 105734250 4 372 1073
38146999 337987050 1 375 312
38146999 22373938 1 375 2425
38146999 1171384190 5 371 62
38146999 260027233 2 374 403
38146999 2164626723 4 372 139
38146999 36114850 1 375 109
38146999 2343460852 1 375 249
38146999 2773452351 3 373 109
38146999 388053485 1 375 232
38146999 2949015798 0 376 657
38146999 266889468 1 375 1759
38146999 2749179409 3 373 698
38146999 39284835 1 375 43
38146999 2226901777 1 375 268
38146999 1362302168 1 375 3048
38146999 127378849 1 375 999
38146999 627046620 5 371 3480
38146999 23058506 2 374 180
38146999 538234062 1 375 5
38146999 89439410 1 375 80
38146999 367336778 3 373 235
38146999 114963053 3 373 1372
38146999 401710943 6 370 97036
38146999 882898658 2 374 115
38146999 1487241668 1 375 12
38146999 2740884156 5 371 5035
38146999 2404821678 4 372 1173
38146999 127239057 1 375 29583
38146999 1096590613 2 374 707
38146999 2868439972 2 374 1285
38146999 214610364 2 374 24
38146999 2244576637 9 367 3671
38146999 150671163 1 375 127
38146999 102754563 1 375 1920
38146999 2656896103 2 374 2546
38146999 2433412640 3 373 1440
38146999 2566277820 3 373 2044
38146999 1537602762 8 368 3670
38146999 89887033 2 374 2324
38146999 2252890903 1 375 23026
38146999 424215110 2 374 161
38146999 2412965719 1 375 965
38146999 2587644223 20 356 402
38146999 2436445986 2 374 433
38146999 3030023259 7 369 171
38146999 2592194372 1 375 214
38146999 2557037977 3 373 245
38146999 81997903 2 374 8295
38146999 1933856090 2 374 27
38146999 93960976 4 372 206
38146999 2933888482 26 350 1767
38146999 202627333 3 373 8702
38146999 96335206 1 375 341
38146999 73352446 3 373 1057
38146999 185203063 3 373 237
38146999 501238467 2 374 90
38146999 234767569 1 375 1697
38146999 26868492 1 375 57
38146999 250193687 1 375 185
38146999 115808499 1 375 7
38146999 857538258 2 374 3347
38146999 50719038 1 375 1968
38146999 238010645 1 375 73
38146999 393886485 6 370 152
38146999 3022090536 1 375 21
38146999 801639241 2 374 103
38146999 41401964 13 363 38869
38146999 1368325056 1 375 191
38146999 1516287828 1 375 95
38146999 705822575 0 376 3758
38146999 2283402210 1 375 7
38146999 50952454 5 371 520
38146999 75325455 4 372 361
38146999 534023899 2 374 183
38146999 1559993359 1 375 1493
38146999 1235678017 3 373 465
38146999 23643572 1 375 6335
38146999 42481335 1 375 10143
38146999 2591381336 2 374 1849
38146999 409873749 1 375 1065
38146999 762754214 2 374 1466
38146999 114434784 3 373 825
38146999 2463014612 7 369 11897
38146999 1597512912 1 375 3200
38146999 229653446 1 375 957
38146999 2732122538 4 372 2884
38146999 443136279 2 374 657
38146999 93415200 1 375 8016
38146999 2852151277 2 374 5659
38146999 315264791 2 374 16
38146999 1567786729 2 374 999
38146999 2904941867 1 375 126
38146999 1632559039 4 372 17595
38146999 2482100484 4 372 10232
38146999 1263603960 7 369 7745
38146999 103398578 1 375 790
38146999 244540970 4 372 744
38146999 382196489 2 374 382
38146999 705569606 1 375 323
38146999 54939402 1 375 1393
38146999 244894491 1 375 513
