contributors,text,geo,retweeted,in_reply_to_screen_name,possibly_sensitive,truncated,lang,entities,in_reply_to_status_id_str,id,extended_entities,in_reply_to_user_id_str,source,favorited,in_reply_to_status_id,in_reply_to_user_id,created_at,retweet_count,favorite_count,id_str,place,user,coordinates
null,"We are nominated tonight for a Shorty Award for social media, alongside some pretty awesome competition. Wishing everyone best of luck.",null,false,null,,false,en,"{symbols:[],urls:[],hashtags:[],user_mentions:[]}",null,590296061589196800,,null,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,false,null,null,Mon Apr 20 23:28:42 +0000 2015,6,5,590296061589196800,null,"{location:Earth,default_profile:false,statuses_count:10477,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74761,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:736,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2950}",null
null,What will it take to restore the Gulf Coast and its people? http://t.co/bTmkhLPsen via @Grist http://t.co/a6V0drxo6U,null,false,null,false,false,en,"{symbols:[],urls:[{expanded_url:http://ow.ly/LShLY,indices:[60,82],display_url:ow.ly/LShLY,url:http://t.co/bTmkhLPsen}],hashtags:[],media:[{id:590296634770206721,sizes:{thumb:{w:150,h:150,resize:crop},small:{w:340,h:191,resize:fit},large:{w:696,h:391,resize:fit},medium:{w:600,h:337,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDEnqWuWMAEXe8c.png,media_url:http://pbs.twimg.com/media/CDEnqWuWMAEXe8c.png,expanded_url:http://twitter.com/ClimateDesk/status/590296635072258048/photo/1,indices:[94,116],id_str:590296634770206721,display_url:pic.twitter.com/a6V0drxo6U,type:photo,url:http://t.co/a6V0drxo6U}],user_mentions:[{id:7215512,name:grist,indices:[87,93],screen_name:grist,id_str:7215512}]}",null,590296635072258048,"{media:[{id:590296634770206721,sizes:{thumb:{w:150,h:150,resize:crop},small:{w:340,h:191,resize:fit},large:{w:696,h:391,resize:fit},medium:{w:600,h:337,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDEnqWuWMAEXe8c.png,media_url:http://pbs.twimg.com/media/CDEnqWuWMAEXe8c.png,expanded_url:http://twitter.com/ClimateDesk/status/590296635072258048/photo/1,indices:[94,116],id_str:590296634770206721,display_url:pic.twitter.com/a6V0drxo6U,type:photo,url:http://t.co/a6V0drxo6U}]}",null,<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>,false,null,null,Mon Apr 20 23:30:59 +0000 2015,9,3,590296635072258048,null,"{location:Earth,default_profile:false,statuses_count:10477,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74761,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:736,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2950}",null
null,So thrilled we just won a #ShortyAwards! @TheAtlantic @grist @guardian @MotherJones @Slate @WIRED @HuffingtonPost @CIRonline @CityLab,null,false,null,,false,en,"{symbols:[],urls:[],hashtags:[{text:ShortyAwards,indices:[26,39]}],user_mentions:[{id:35773039,name:The Atlantic,indices:[41,53],screen_name:TheAtlantic,id_str:35773039},{id:7215512,name:grist,indices:[54,60],screen_name:grist,id_str:7215512},{id:87818409,name:The Guardian ,indices:[61,70],screen_name:guardian,id_str:87818409},{id:18510860,name:Mother Jones,indices:[71,83],screen_name:MotherJones,id_str:18510860},{id:15164565,name:Slate,indices:[84,90],screen_name:Slate,id_str:15164565},{id:1344951,name:WIRED,indices:[91,97],screen_name:WIRED,id_str:1344951},{id:14511951,name:Huffington Post,indices:[98,113],screen_name:HuffingtonPost,id_str:14511951},{id:15173859,name:CIR,indices:[114,124],screen_name:CIRonline,id_str:15173859},{id:331803536,name:CityLab,indices:[125,133],screen_name:CityLab,id_str:331803536}]}",null,590313362266820608,,null,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,false,null,null,Tue Apr 21 00:37:27 +0000 2015,17,22,590313362266820608,null,"{location:Earth,default_profile:false,statuses_count:10477,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74764,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:736,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2950}",null
null,Thanks to the @shortyawards for our wonderful prize. http://t.co/FEzqLdEgZn,null,false,null,false,false,en,"{symbols:[],urls:[],hashtags:[],media:[{id:590335078015840257,sizes:{small:{w:340,h:290,resize:fit},thumb:{w:150,h:150,resize:crop},large:{w:1024,h:876,resize:fit},medium:{w:600,h:513,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDFKoC-WMAEGw3Q.jpg,media_url:http://pbs.twimg.com/media/CDFKoC-WMAEGw3Q.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590335085733371905/photo/1,indices:[53,75],id_str:590335078015840257,display_url:pic.twitter.com/FEzqLdEgZn,type:photo,url:http://t.co/FEzqLdEgZn}],user_mentions:[{id:17663756,name:Shorty Awards,indices:[14,27],screen_name:shortyawards,id_str:17663756}]}",null,590335085733371905,"{media:[{id:590335078015840257,sizes:{small:{w:340,h:290,resize:fit},thumb:{w:150,h:150,resize:crop},large:{w:1024,h:876,resize:fit},medium:{w:600,h:513,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDFKoC-WMAEGw3Q.jpg,media_url:http://pbs.twimg.com/media/CDFKoC-WMAEGw3Q.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590335085733371905/photo/1,indices:[53,75],id_str:590335078015840257,display_url:pic.twitter.com/FEzqLdEgZn,type:photo,url:http://t.co/FEzqLdEgZn}]}",null,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,false,null,null,Tue Apr 21 02:03:46 +0000 2015,4,4,590335085733371905,null,"{location:Earth,default_profile:false,statuses_count:10477,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74767,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:736,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2951}",null
null,We finally got a selfie stick!! @jameswest2010 @jeremyschulman @bendreyfuss @timmcdonnell #ShortyAwards http://t.co/LwnxJOVIpV,null,false,null,false,false,en,"{symbols:[],urls:[],hashtags:[{text:ShortyAwards,indices:[90,103]}],media:[{id:590348572098461696,sizes:{small:{w:340,h:255,resize:fit},thumb:{w:150,h:150,resize:crop},medium:{w:600,h:450,resize:fit},large:{w:1024,h:768,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDFW5gWWgAAg9cO.jpg,media_url:http://pbs.twimg.com/media/CDFW5gWWgAAg9cO.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590348581233631232/photo/1,indices:[104,126],id_str:590348572098461696,display_url:pic.twitter.com/LwnxJOVIpV,type:photo,url:http://t.co/LwnxJOVIpV}],user_mentions:[{id:38156420,name:James West,indices:[32,46],screen_name:jameswest2010,id_str:38156420},{id:19223022,name:Jeremy Schulman,indices:[47,62],screen_name:jeremyschulman,id_str:19223022},{id:18269124,name:Ben Dreyfuss,indices:[63,75],screen_name:bendreyfuss,id_str:18269124},{id:239931382,name:Tim McDonnell,indices:[76,89],screen_name:timmcdonnell,id_str:239931382}]}",null,590348581233631232,"{media:[{id:590348572098461696,sizes:{small:{w:340,h:255,resize:fit},thumb:{w:150,h:150,resize:crop},medium:{w:600,h:450,resize:fit},large:{w:1024,h:768,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDFW5gWWgAAg9cO.jpg,media_url:http://pbs.twimg.com/media/CDFW5gWWgAAg9cO.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590348581233631232/photo/1,indices:[104,126],id_str:590348572098461696,display_url:pic.twitter.com/LwnxJOVIpV,type:photo,url:http://t.co/LwnxJOVIpV}]}",null,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,false,null,null,Tue Apr 21 02:57:24 +0000 2015,0,7,590348581233631232,null,"{location:Earth,default_profile:false,statuses_count:10478,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74769,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:736,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2951}",null
null,China's air: Now slightly less deadly http://t.co/UT816q0T0U http://t.co/paBGdsmjhJ,null,false,null,false,false,en,"{symbols:[],urls:[{expanded_url:http://ow.ly/LUQRl,indices:[38,60],display_url:ow.ly/LUQRl,url:http://t.co/UT816q0T0U}],hashtags:[],media:[{id:590544379103866881,sizes:{thumb:{w:150,h:150,resize:crop},small:{w:340,h:191,resize:fit},large:{w:630,h:354,resize:fit},medium:{w:600,h:337,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDII--SW8AEZ-3M.jpg,media_url:http://pbs.twimg.com/media/CDII--SW8AEZ-3M.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590544379342884865/photo/1,indices:[61,83],id_str:590544379103866881,display_url:pic.twitter.com/paBGdsmjhJ,type:photo,url:http://t.co/paBGdsmjhJ}],user_mentions:[]}",null,590544379342884865,"{media:[{id:590544379103866881,sizes:{thumb:{w:150,h:150,resize:crop},small:{w:340,h:191,resize:fit},large:{w:630,h:354,resize:fit},medium:{w:600,h:337,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDII--SW8AEZ-3M.jpg,media_url:http://pbs.twimg.com/media/CDII--SW8AEZ-3M.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590544379342884865/photo/1,indices:[61,83],id_str:590544379103866881,display_url:pic.twitter.com/paBGdsmjhJ,type:photo,url:http://t.co/paBGdsmjhJ}]}",null,<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>,false,null,null,Tue Apr 21 15:55:26 +0000 2015,11,7,590544379342884865,null,"{location:Earth,default_profile:false,statuses_count:10486,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74814,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:737,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2951}",null
null,California's water rationing is smart. Is it legal?  http://t.co/0eHW5ZRadH http://t.co/r06w2t0zxg,null,false,null,false,false,en,"{symbols:[],urls:[{expanded_url:http://ow.ly/LURND,indices:[53,75],display_url:ow.ly/LURND,url:http://t.co/0eHW5ZRadH}],hashtags:[],media:[{id:590553420785983488,sizes:{small:{w:340,h:141,resize:fit},thumb:{w:150,h:150,resize:crop},medium:{w:570,h:238,resize:fit},large:{w:570,h:238,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDIRNRLXIAAqa8M.jpg,media_url:http://pbs.twimg.com/media/CDIRNRLXIAAqa8M.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590553420999880704/photo/1,indices:[76,98],id_str:590553420785983488,display_url:pic.twitter.com/r06w2t0zxg,type:photo,url:http://t.co/r06w2t0zxg}],user_mentions:[]}",null,590553420999880704,"{media:[{id:590553420785983488,sizes:{small:{w:340,h:141,resize:fit},thumb:{w:150,h:150,resize:crop},medium:{w:570,h:238,resize:fit},large:{w:570,h:238,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDIRNRLXIAAqa8M.jpg,media_url:http://pbs.twimg.com/media/CDIRNRLXIAAqa8M.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590553420999880704/photo/1,indices:[76,98],id_str:590553420785983488,display_url:pic.twitter.com/r06w2t0zxg,type:photo,url:http://t.co/r06w2t0zxg}]}",null,<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>,false,null,null,Tue Apr 21 16:31:22 +0000 2015,6,2,590553420999880704,null,"{location:Earth,default_profile:false,statuses_count:10486,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74821,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:737,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2951}",null
null,Conservative Catholics are freaking out about the Pope's climate activism http://t.co/L7EqeBC4Mo http://t.co/djDUOnRrdA,null,false,null,false,false,en,"{symbols:[],urls:[{expanded_url:http://ow.ly/LV0pX,indices:[74,96],display_url:ow.ly/LV0pX,url:http://t.co/L7EqeBC4Mo}],hashtags:[],media:[{id:590563310224932865,sizes:{small:{w:340,h:141,resize:fit},thumb:{w:150,h:150,resize:crop},medium:{w:570,h:238,resize:fit},large:{w:570,h:238,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDIaM6NWAAEBsNJ.jpg,media_url:http://pbs.twimg.com/media/CDIaM6NWAAEBsNJ.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590563310820597760/photo/1,indices:[97,119],id_str:590563310224932865,display_url:pic.twitter.com/djDUOnRrdA,type:photo,url:http://t.co/djDUOnRrdA}],user_mentions:[]}",null,590563310820597760,"{media:[{id:590563310224932865,sizes:{small:{w:340,h:141,resize:fit},thumb:{w:150,h:150,resize:crop},medium:{w:570,h:238,resize:fit},large:{w:570,h:238,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDIaM6NWAAEBsNJ.jpg,media_url:http://pbs.twimg.com/media/CDIaM6NWAAEBsNJ.jpg,expanded_url:http://twitter.com/ClimateDesk/status/590563310820597760/photo/1,indices:[97,119],id_str:590563310224932865,display_url:pic.twitter.com/djDUOnRrdA,type:photo,url:http://t.co/djDUOnRrdA}]}",null,<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>,false,null,null,Tue Apr 21 17:10:40 +0000 2015,27,18,590563310820597760,null,"{location:Earth,default_profile:false,statuses_count:10488,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74824,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:737,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2951}",null
null,"Newsweek's anti-wind energy op-ed was a fraud, Newsweek op-ed argues http://t.co/SUEVMB6n2W",null,false,null,false,false,en,"{symbols:[],urls:[{expanded_url:http://ow.ly/LV145,indices:[69,91],display_url:ow.ly/LV145,url:http://t.co/SUEVMB6n2W}],hashtags:[],user_mentions:[]}",null,590619867201568768,,null,<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>,false,null,null,Tue Apr 21 20:55:24 +0000 2015,5,3,590619867201568768,null,"{location:Earth,default_profile:false,statuses_count:10499,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74849,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:737,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2953}",null
null,Beijing's air: Now slightly less deadly? http://t.co/gM3DCfppZR http://t.co/zZxG7xD1iz,null,false,null,false,false,en,"{symbols:[],urls:[{expanded_url:http://ow.ly/LUyAt,indices:[41,63],display_url:ow.ly/LUyAt,url:http://t.co/gM3DCfppZR}],hashtags:[],media:[{id:590707950328643584,sizes:{thumb:{w:150,h:150,resize:crop},small:{w:340,h:190,resize:fit},medium:{w:600,h:335,resize:fit},large:{w:683,h:382,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDKdwElWgAAVQHO.png,media_url:http://pbs.twimg.com/media/CDKdwElWgAAVQHO.png,expanded_url:http://twitter.com/ClimateDesk/status/590707950605488131/photo/1,indices:[64,86],id_str:590707950328643584,display_url:pic.twitter.com/zZxG7xD1iz,type:photo,url:http://t.co/zZxG7xD1iz}],user_mentions:[]}",null,590707950605488131,"{media:[{id:590707950328643584,sizes:{thumb:{w:150,h:150,resize:crop},small:{w:340,h:190,resize:fit},medium:{w:600,h:335,resize:fit},large:{w:683,h:382,resize:fit}},media_url_https:https://pbs.twimg.com/media/CDKdwElWgAAVQHO.png,media_url:http://pbs.twimg.com/media/CDKdwElWgAAVQHO.png,expanded_url:http://twitter.com/ClimateDesk/status/590707950605488131/photo/1,indices:[64,86],id_str:590707950328643584,display_url:pic.twitter.com/zZxG7xD1iz,type:photo,url:http://t.co/zZxG7xD1iz}]}",null,<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>,false,null,null,Wed Apr 22 02:45:24 +0000 2015,7,3,590707950605488131,null,"{location:Earth,default_profile:false,statuses_count:10499,profile_background_tile:false,lang:en,profile_link_color:48C6D6,profile_banner_url:https://pbs.twimg.com/profile_banners/120181944/1406137011,id:120181944,following:true,favourites_count:58,profile_location:null,protected:false,profile_text_color:333333,description:A journalistic collaboration dedicated to exploring the impact\u2014human, environmental, economic, political\u2014of a changing climate.,verified:true,contributors_enabled:false,profile_sidebar_border_color:FFFFFF,name:Climate Desk,profile_background_color:006187,created_at:Fri Mar 05 18:22:03 +0000 2010,is_translation_enabled:false,default_profile_image:false,followers_count:74863,geo_enabled:true,profile_image_url_https:https://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,profile_background_image_url:http://abs.twimg.com/images/themes/theme1/bg.png,profile_background_image_url_https:https://abs.twimg.com/images/themes/theme1/bg.png,entities:{description:{urls:[]},url:{urls:[{expanded_url:http://www.climatedesk.org,indices:[0,22],display_url:climatedesk.org,url:http://t.co/dB8BpuJE4x}]}},follow_request_sent:false,url:http://t.co/dB8BpuJE4x,utc_offset:-25200,time_zone:Pacific Time (US & Canada),notifications:false,friends_count:737,profile_use_background_image:false,profile_sidebar_fill_color:DDEEF6,screen_name:ClimateDesk,id_str:120181944,profile_image_url:http://pbs.twimg.com/profile_images/1909077239/ClimateDesk_bug_500_normal.jpg,is_translator:false,listed_count:2953}",null
